Page_no,Link_no,Address,Sold_price,List_price,Style,Bedrooms,Bathrooms,Sqft_min,Sqft_max,Latitude,Longitude,Postal_code,Added_at,Sold_at,Last_status,Link_path,Address_path,Link_num,Title,Type,Exterior,Basement,Parking,Kitchens,Lot_frontage,Lot_depth,Parking_included,Parking_spaces,Approx_age,Extras,Is_rental,Description,MLS,Neighbourhood,Link,Garage,Heat,Heating_fuel,AC
39,924,49 Beechwood Ave,525000.0,449900.0,house-detached,3,2,1100,1500,-79.83481139999999,43.25469469999999,L8L2S5,2020-11-19T20:37:42.542Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/10226720-49-beechwood-ave-hamilton-on-l8l2s5,/hamilton-on-real-estate/49-beechwood-ave,924,"49 Beechwood Ave, Hamilton (X4994747) | Zoocasa",Detached,Vinyl Siding and Alum Siding,Finished and Full,3,1,25 feet,100 feet,True,3.0,100+,"Incl: Washer, Dryr, Frdge, Stove, Dw, Outdr Sectional, All Elfs, Elyptical, 2 Wdw Ac Units (As-Is), Blinds, Shutters. Excl:Bckyrd Gazebo, Livrm Shelves On Brick Wall, Curtains, Rods. Rental: Hot Water Heater.",False,"Sizeable Family Home Located In Trendy Neighbourhood. Spacious Main Living Space W/Newly Completed Multi-Tier Back Deck 2020 And Handy Mans Dream Detched Grg W/Hydro. 2nd Lvl Boasts 3 Spacious Bdrms, Ample Storage & Reno'D 4pc Bath 2018. Fully Fnshed Ll Feats Spacious Rec, Perfect For Kids To Play, Laundry Rm, 3pc Bath. Lrg Drive Fits 3 Cars Tandem Prking. Close To Cinema & Assortment Of Restaurants & Shops. Rsa",X4994747,Stipley,http://www.zoocasa.com//hamilton-on-real-estate/10226720-49-beechwood-ave-hamilton-on-l8l2s5,Detached,Water,Gas,None
39,925,124 Evans St,430000.0,399900.0,house-semidetached,2,1,700,1100,-79.8522143,43.2561416,L8W1W7,2020-11-19T17:35:17.645Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/10226412-124-evans-st-hamilton-on-l8w1w7,/hamilton-on-real-estate/124-evans-st,925,"124 Evans St, Hamilton (X4994444) | Zoocasa",Semi-Detached,Brick and Wood,Part Bsmt,2,1,17.09 feet,106.83 feet,True,2.0,100+,"Freshly Painted In Decorator Neutral Tones. Furnace & A/C 2014. Private Rear Driveway And Unrestricted Street Parking Right Out Front! Huge Backyard! Fantastic Location Within Walking Distance To Trendy James St. N., Schools, Parks & Go",False,"Tucked Away On A Very Private, Quiet Street, This Cozy 2 Storey Home Has Been Tastefully Updated. Features Include Newly Renovated Family-Sized Eat In Kitchen With Brand New Cabinets, Hardwood Flooring, Sink & Loft-Style Door. Partially Renovated Bath Includes New Flooring, Toilet And Vanity. Beautiful New Wood And Vinyl Siding At Rear Portion Of House, New Soffits, Fascia And Eavestroughs Also At Rear Portion Of House. Roof June 2020. New Fence And Patio.",X4994444,Landsdale,http://www.zoocasa.com//hamilton-on-real-estate/10226412-124-evans-st-hamilton-on-l8w1w7,None,Forced Air,Gas,Central Air
39,926,266 Jacqueline Blvd,700000.0,650000.0,house-detached,3,3,1500,2000,-79.8870603,43.19599179999999,L9B2V7,2020-11-18T17:48:54.053Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/10224105-266-jacqueline-blvd-hamilton-on-l9b2v7-vow,/hamilton-on-real-estate/266-jacqueline-blvd,926,"266 Jacqueline Blvd, Hamilton (X4993197) | Zoocasa",Detached,Brick and Other,Finished,6,1,32.84 feet,104.99 feet,True,6.0,16-30,"Central Vac, Newer Roof (2017), Rough In For 4th Bath & So Much More! This Spacious Home Is Ready For You To Customize With A Few Finishing Touches. Conveniently Located Near Shopping, Schools, Parks, Highways, & Public Transit.",False,"Welcome Home To This Gorgeous 3 Bed, 3 Bath Detached Offering 2000+ Sq Ft Living Space In One Of Hamilton Mountain'S Most Fam-Friendly Neighbourhoods! Includes Lg Fully-Finished Basement, Open-Concept Main W/ Eat-In Kitchen, Laundry & Ideal Walk-Out Off Living Room To Deck & Fenced-In Backyard. Featuring Double Concrete Drive, Double Garage, Main Floor Laundry, Hardwood Floors, & Master W/ 4-Pc Ensuite.",X4993197,Allison,http://www.zoocasa.com//hamilton-on-real-estate/10224105-266-jacqueline-blvd-hamilton-on-l9b2v7-vow,Attached,Forced Air,Gas,Central Air
39,927,549 Beach Blvd,590000.0,499900.0,house-detached,4,2,,,-79.7832,43.2790807,L8H6X5,2020-11-18T16:48:54.045Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/10223986-549-beach-blvd-hamilton-on-l8h6x5-vow,/hamilton-on-real-estate/549-beach-blvd,927,"549 Beach Blvd, Hamilton (X4993111) | Zoocasa",Detached,Alum Siding and Vinyl Siding,Finished,4,1,60.24 feet,90 feet,True,4.0,,**Interboard Listing:  Hamilton - Burlington Real Estate Association**,False,Fabulous Beach Blvd Location On The Beach Side. Lovingly Cared For By The Same Family For Decades. Larger Than It Looks. 4 Bedrooms With Separate Dining Room. Nicely Set Back From The Street.,X4993111,Hamilton Beach B,http://www.zoocasa.com//hamilton-on-real-estate/10223986-549-beach-blvd-hamilton-on-l8h6x5-vow,Other,Forced Air,Gas,Central Air
39,928,21 Hayes Ave,447000.0,399900.0,house-detached,3,1,700,1100,-79.784251,43.2346708,L8H1M3,2020-11-18T16:48:37.344Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/10223980-21-hayes-ave-hamilton-on-l8h1m3-vow,/hamilton-on-real-estate/21-hayes-ave,928,"21 Hayes Ave, Hamilton (X4988943) | Zoocasa",Detached,Alum Siding,Unfinished,2,1,40 feet,100 feet,True,2.0,51-99,"Amazing Location, Walking Distance To Schools, Parks, Amenities & Quick Access To The Redhill. A Must See!",False,"Fantastic Opportunity For Investors & First Time Buyers To Own This Beautiful 1.5 Storey, 1,069 Sq Ft Home Loaded With Charm & Character! Spacious Open Concept Living With Original Hardwood Floors, Fresh Paint & Loads Of Natural Light. There Are 3 Bedrooms Total, With A Main Floor Bedroom & An Additional 2 Bedrooms On The Second Level. New Roof 2018. This Home Is Situated On A Large Lot In A Family Friendly Neighbourhood. This Home Will Not Last!",X4988943,McQuesten West,http://www.zoocasa.com//hamilton-on-real-estate/10223980-21-hayes-ave-hamilton-on-l8h1m3-vow,None,Forced Air,Gas,Central Air
39,929,203 Charlton Ave W,945000.0,899000.0,house-detached,2,2,1100,1500,-79.88211729999999,43.2520718,L8P2E3,2020-11-18T15:37:02.742Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/10223562-203-charlton-ave-w-hamilton-on-l8p2e3,/hamilton-on-real-estate/203-charlton-ave-w,929,"203 Charlton Ave W, Hamilton (X4992889) | Zoocasa",Detached,Brick,Part Bsmt and Unfinished,2,1,41.4 feet,105 feet,True,2.0,100+,"Incl: Fridge, Gas Range, Dishwasher, Washer, Dryer, Shelves In Den, Gas Bbq, All Elf'S, Window Coverings. In Guest House: Fridge, Convection Oven, Microwave, Elec. Fireplace Excl: Living Room Drapes, Powder Rm Mirror, Drapes In Guest House",False,"Exquisite, Unique Bungalow, Circa 1897, With Original Features And Character. Hardwood Throughout, 10 Ft Ceilings, Beautiful New Kitchen With Heated Ceramic Floors, Bright And Spacious Master With Custom Walk In Closet. Separate Guest House That Includes A Bdrm, Bathrm And Kitchenette. Gorgeous, Private Courtyard Style, Treed Yard. Excellent Location In Heart Of Sought After Kirkendall. Offers To Be Reviewed At 5:00 P.M. On Wed, Nov 25. No Pre-Emptive Offers.",X4992889,Kirkendall North,http://www.zoocasa.com//hamilton-on-real-estate/10223562-203-charlton-ave-w-hamilton-on-l8p2e3,None,Forced Air,Gas,Central Air
39,930,95 Belview Ave,447700.0,415900.0,house-detached,3,2,1100,1500,-79.824356,43.2479227,L8L7K9,2020-11-17T17:36:08.407Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/10221686-95-belview-ave-hamilton-on-l8l7k9,/hamilton-on-real-estate/95-belview-ave,930,"95 Belview Ave, Hamilton (X4991971) | Zoocasa",Detached,Alum Siding and Brick,Full and Unfinished,3,1,30 feet,95.5 feet,True,3.0,51-99,"Inclusions: Fridge, Stove, Washer, Dryer, Elfs, Window Air Conditioning Unit.  Exclusions: Mirror In Powder Room. Rentals: Hot Water Heater",False,"Charming 2 Storey Brick Home Near Gage Park, Football Stadium, Pool & Rec Centre. Convenient Access For Transit. Easy Walk To The Trendy Area Of Ottawa Street, To Enjoy The Local Shops & Dining! Freshly Painted Throughout. New Vinyl Flooring In Kitchen, Large Original Plank Flooring On Main. Newer Stove & Washer.(2019) Large Shed With Hydro. Great Space For The Creative Type! Move In Ready For Your Personal Touches. Rsa.",X4991971,Crown Point West,http://www.zoocasa.com//hamilton-on-real-estate/10221686-95-belview-ave-hamilton-on-l8l7k9,None,Forced Air,Gas,Window Unit
39,931,33 Bayonne Dr,700000.0,699000.0,house-attached,4,4,2000,2500,-79.7752462,43.1844146,L8J0L2,2020-11-17T12:35:24.931Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/10220400-33-bayonne-dr-hamilton-on-l8j0l2,/hamilton-on-real-estate/33-bayonne-dr,931,"33 Bayonne Dr, Hamilton (X4991266) | Zoocasa",Att/Row/Twnhouse,Brick,Unfinished and Full,3,1,20 feet,98.43 feet,True,3.0,0-5,"Incl: Ss Fridge, Ss Oven, Ss Dishwasher, Washer, Dryer, All Electrical Light Fixtures, All Window Coverings.",False,"Great Investment Opportunity! Beautiful New Rosehaven Exec Townhome In The Ridge In Stoney Creek. 9ft Ceilings T/O, 4 Bdrms Incl Master Retreat On 3rd Flr W/ Lux Bath & W/O To Priv Balcony, 2nd Floor Laundry Rm, Abundance Of Windows All W/ Custom Blinds, Well Equipped Kitchen W/ Lots Of Storage, Island, New Ss Appl & Upgrades Galore! Fantastic Schools, Access To Hwys, Shopping, Dining, Golfing, Trails.",X4991266,Leckie Park,http://www.zoocasa.com//hamilton-on-real-estate/10220400-33-bayonne-dr-hamilton-on-l8j0l2,Attached,Forced Air,Gas,Central Air
39,932,60 Dundas St,655000.0,625000.0,townhouse,3,3,1200,1399,-79.94780519999999,43.2640148,L9H1A3,2020-11-14T12:40:54.391Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9972236-23-60-dundas-st-hamilton-on-l9h1a3,/hamilton-on-real-estate/23-60-dundas-st,932,"23 - 60 Dundas St, Hamilton (X4989422) | Zoocasa",Condo Townhouse,Brick,Full and Unfinished,2,1,,,True,2.0,16-30,"Incl: Fridge, Stove, Dishwasher, Washer, Dryer, Water Heater. Rental: None.",False,"Rare Opportunity, Creek Side Living In Desirable Complex. Nature Lovers Dream Deck Backing Onto Creek, Treed Area Provides Resort Like Experience. Complex Has Its Own Private Rd Making Location Extremely Quiet & Safe. O/C Main Flr, Updated Kitchen W/Large Island, Famrm W/Gas Fireplace. Lrg Primary Bdrm W/European Styled Luxury Ensuite. Recent Hrdwd Flrs On Demand. Water Heater/Furnace 2015. Rsa",X4989422,Dundas,http://www.zoocasa.com//hamilton-on-real-estate/9972236-23-60-dundas-st-hamilton-on-l9h1a3,Attached,Forced Air,Gas,Central Air
39,933,40 Tommar Pl,925000.0,959900.0,house-detached,4,4,2000,2500,-79.7767183,43.2141218,L8G5B4,2020-11-13T19:36:07.730Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9971226-40-tommar-pl-hamilton-on-l8g5b4,/hamilton-on-real-estate/40-tommar-pl,933,"40 Tommar Pl, Hamilton (X4989093) | Zoocasa",Detached,Brick,Finished and Full,6,1,59.06 feet,113.14 feet,True,6.0,16-30,"Rentals: Hot Water Heater Inclusions; 2fridge, Stove, Dishwasher, Washer, Dryer, All Elfs, All Window Coverings, 2 Auto Garage Door Remotes",False,"Stunning, Fully Updated, Well Maintained 4 Bedroom, 4 Bath Custom Family Home In Prime Neighbourhood. Main Level Boasts Hardwood Floors And Potlights Throughout.  Newly Updated Eat In Kitchen Leading Out To New Deck Landscaping To Enjoy Meals Inside And Out.  Large Family Room With Gas Fireplace And Beautiful Living Dining Room Combo.",X4989093,Vincent,http://www.zoocasa.com//hamilton-on-real-estate/9971226-40-tommar-pl-hamilton-on-l8g5b4,Attached,Forced Air,Gas,Central Air
39,934,785 Tenth Ave,850000.0,849900.0,house-detached,4,4,,,-79.8354736,43.2208165,L8T2G4,2020-11-12T17:52:11.040Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9968293-785-tenth-ave-hamilton-on-l8t2g4,/hamilton-on-real-estate/785-10th-ave,934,"785 Tenth Ave, Hamilton (X4987623) | Zoocasa",Detached,Brick and Vinyl Siding,Finished and Full,4,1,39.37 feet,102.25 feet,True,4.0,,,False,"Welcome To 785 Tenth Ave. This 4 Bedroom Home Has Been Fully Updated With Beautiful Finishes, Including All New Appliances Worth Almost $35,000. This Home Has Been Retrofitted With A Steel Roof, New Bathrooms And Open Concept Kitchen. Double Car Garage And A Separate Entrance To The Basement. Attach Sch B & Form 801. Rsa **Must Follow Covid-19 Protocols - Wear Masks At All Times.**",X4987623,Hampton Heights,http://www.zoocasa.com//hamilton-on-real-estate/9968293-785-tenth-ave-hamilton-on-l8t2g4,Attached,Forced Air,Gas,Central Air
39,935,135 Birch Ave,440000.0,449900.0,house-detached,3,3,700,1100,-79.8404906,43.257158,L8L6H8,2020-11-11T12:36:04.267Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9952840-135-birch-ave-hamilton-on-l8l6h8,/hamilton-on-real-estate/135-birch-ave,935,"135 Birch Ave, Hamilton (X4985623) | Zoocasa",Detached,Brick,Sep Entrance,2,1,25 feet,90 feet,True,2.0,51-99,"2 Fridge, 2 Stove, Washer, 2 Microwave, Dryer Electric Light Fixtures,",False,"3 Bedroom Home With Separate Entrance To Basement. Retaining Much Of Its Original Character This Home Features An Updated Kitchen, Separate Dining And Living Area With Decorative Fireplace. 3 Good Sized Bedrooms, Beautiful Trim Work And Original Banister. The Lower Level Is Set Up For A Bachelor Apartment! Complete With Kitchen, Bath And Separate Entrance. The Backyard Features A Deck And Detached Garage.Close To Bus Routes, Schools, Highway And Shopping",X4985623,Gibson,http://www.zoocasa.com//hamilton-on-real-estate/9952840-135-birch-ave-hamilton-on-l8l6h8,Detached,Forced Air,Gas,Central Air
39,936,515 Garner Rd W,649000.0,674999.0,house-attached,3,3,1500,2000,-80.0060383,43.19838619999999,L9G0H5,2020-11-09T19:47:52.079Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9948838-g-45-515-garner-rd-w-hamilton-on-l9g0h5-vow,/hamilton-on-real-estate/g-45-515-garner-rd-w,936,"g 45 - 515 Garner Rd W, Hamilton (X4983926) | Zoocasa",Att/Row/Twnhouse,Brick,Unfinished,2,1,20 feet,85 feet,True,2.0,New,"No Physical Appointments, Please Check Floorplan.",False,"Beautiful Brand New Executive Unit Town Home Situated In The Prestigious Ancaster Community Modern Open Concept Home Boasts Bright Rooms Throughout 3 Bed,2.5 Bathrooms, Granite Countertops ,Oak Staircase,9' Main Floor Ceilings,200 Amp Panel Extended Upper Cabinetry Kitchen, Close To 403 With Quick Access To Gta Assignment Sale Road Fee $95 Per Month.Block G Unit 45.",X4983926,Duff's Corners,http://www.zoocasa.com//hamilton-on-real-estate/9948838-g-45-515-garner-rd-w-hamilton-on-l9g0h5-vow,Built-In,Forced Air,Gas,None
40,937,35 Britannia Ave,380000.0,399000.0,house-detached,3,1,,,-79.8153821,43.2479415,L8H1W5,2020-11-07T12:36:34.657Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9945282-35-britannia-ave-hamilton-on-l8h1w5,/hamilton-on-real-estate/35-britannia-ave,937,"35 Britannia Ave, Hamilton (X4982092) | Zoocasa",Detached,Vinyl Siding,Crawl Space,2,1,25 feet,100 feet,True,2.0,,"See Virtual Tour! Stainless Steel Appliances: Fridge, Stove, Built-In Dishwasher,Range Hood,Washer & Dryer,All Existing Light Fixtures,Updated Electrical & Plumbing 2020, Furnace (Owned) W/Smart Thermostat.",False,"Renovated 3 Bedroom Detached Bungalow. New Custom Kitchen With Island, Stainless Steel Appliances & Quartz Countertops. Smart Nest Thermostat. Water Efficient Toilet, Double Vanity & Modern Faucets. Crystal Light Fixtures & Led Pot Lights. Main Floor Laundry, Side Access To Backyard/Deck. 2 Parking. Modern Laminate Flooring. New Central Ac (2020). Huge Clean, Dry Basement For Storage. Walking Distance To Shopping, Amenities & Central Mall.",X4982092,Crown Point East,http://www.zoocasa.com//hamilton-on-real-estate/9945282-35-britannia-ave-hamilton-on-l8h1w5,None,Forced Air,Gas,Central Air
40,938,54 Yorkshire Dr,1030000.0,1098000.0,house-detached,4,4,2000,2500,-79.9519507,43.2192029,L9K1M4,2020-11-07T12:36:09.866Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9945267-54-yorkshire-dr-hamilton-on-l9k1m4,/hamilton-on-real-estate/54-yorkshire-dr,938,"54 Yorkshire Dr, Hamilton (X4982280) | Zoocasa",Detached,Brick and Stone,Finished and Full,4,1,45.11 feet,105.64 feet,True,4.0,16-30,"Incl: 2 Frdge, Stve, Dw, Otr Mcrwve, Wshr, Dryr, All Elfs, Wdw Covgs, Mcrwve, 2 Agdo Remotes, Cvac & Attchmnts. Rental: Hot Water Heater.",False,"Stunning Classic Landmart Built 4 Bdrm, 4 Bath Home W//Great Custom Feats. All Brick W/Stone Frnt Exterior. Natural Light Throughout, 9ft Ceils, Custom Crown Mlding & Coriinthian Pillars. O/C Layout, Incl Lrg Gourmet E/I Kit W/Isl & Ss Appl, Lrg Famrm W/Gas Fp & Lrg Wdws. Liv & Dinrm W/Bump Outs & Bay Wdw. Upstairs Boasts Huge Master W/Dbl Clsets Incl Lrg W/I Clset & Full Ensuite W/Jetted Tub. 3 Other Bdrms. Fnshed Bsmt W/ O/C Rec W/Gas Fp. Rsa",X4982280,Harmony Hall II,http://www.zoocasa.com//hamilton-on-real-estate/9945267-54-yorkshire-dr-hamilton-on-l9k1m4,Attached,Forced Air,Gas,Central Air
40,939,21 Oxford St,496000.0,524900.0,house-detached,2,3,1500,2000,-79.8782564,43.2642653,L8R2W9,2020-11-06T18:36:10.463Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9943751-21-oxford-st-hamilton-on-l8r2w9,/hamilton-on-real-estate/21-oxford-st,939,"21 Oxford St, Hamilton (X4981657) | Zoocasa",Detached,Brick,Full and Unfinished,0,2,23 feet,90 feet,True,0.0,100+,"Inclusions: Fridge, Stove, Washer, Dryer, Window Coverings, Elfs, Master Bedroom Mirror, Rear Shed; Exclusions: Pantry Shelves, Bar Fridge, Freezer, Dyson Wall Mount",False,"Cute 2 Storey Home, 1599 Sf, Windows & Pretty Front Door ('18), Furnace ('17), A/C ('18), Living Rm, Dining Rm, White Eat-In Kitchen With S/S Appliances, Walk-In Pantry, 2 Pce Bath, Upper Level With 2 Bedrooms & Kitchen Which Can Be Converted Back To  3rd Bedroom, Unfinished Basement With 4 Pce Bath (Tub In ""As Is Condition""). Ideally Situated Close To Transit, Downtown, Bayfront Park, Restaurants, Trendy Locke St, First Ontario Centre & So Much More! Rsa",X4981657,Strathcona,http://www.zoocasa.com//hamilton-on-real-estate/9943751-21-oxford-st-hamilton-on-l8r2w9,None,Forced Air,Gas,Central Air
40,940,256 West Ave N,440000.0,429900.0,house-detached,4,1,1500,2000,-79.85445949999999,43.2606869,L8L5C9,2020-11-05T21:38:22.571Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9941526-256-west-ave-n-hamilton-on-l8l5c9,/hamilton-on-real-estate/256-west-ave-n,940,"256 West Ave N, Hamilton (X4980493) | Zoocasa",Detached,Brick and Vinyl Siding,Part Bsmt,3,2,26.5 feet,134 feet,True,3.0,100+,Rental Equipment: Hot Water Heater,False,"2 Units, 2 Separate Hydro Meters, Both Occupied, And Off Street Parking! Nice Location Close To Hospital, Transit, And Services, Back Lane Access To Parking Spaces. Main Floor Offers Large Stately Rooms, High Ceilings, Character, Charm, And Plenty Of Natural Light. Upper Level Has 3 Large Bedrooms Including 3rd Level Loft Space!",X4980493,Landsdale,http://www.zoocasa.com//hamilton-on-real-estate/9941526-256-west-ave-n-hamilton-on-l8l5c9,None,Water,Gas,None
40,941,8 Granite Ridge Tr,889990.0,889990.0,house-attached,4,4,2000,2500,-79.8711024,43.2557206,L8B0B4,2020-10-27T20:39:55.142Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9797433-8-granite-ridge-tr-hamilton-on-l8b0b4,/hamilton-on-real-estate/8-granite-ridge-trail,941,"8 Granite Ridge Tr, Hamilton (X4969383) | Zoocasa",Att/Row/Twnhouse,Brick and Stone,Unfinished,2,1,25 feet,90 feet,True,2.0,New,"Rental Items: Hot Water Heater    Inclusions: Fridge, Stove, Dishwasher, Otr Microwave, Washer And Dryer.",False,"Stunning, Fully Freehold, Modern 4 Bed 3.5 Bath, 2302Sqft Townhouse Part Of An Exclusive Collection Of High-End Townhomes In Waterdown From Award Winning Developer New Horizon Development Group! Featuring High-End Finishes Throughout, Including Vinyl Plank Throughout The Main Level, Granite Counters In The Kitchen With Undermount Sink, 12""X24"" Tiles For Flooring And Shower & Tub Surrounds In All 3 Bathrooms On The 2nd Level!",X4969383,Durand,http://www.zoocasa.com//hamilton-on-real-estate/9797433-8-granite-ridge-tr-hamilton-on-l8b0b4,Attached,Forced Air,Gas,Central Air
40,942,204 West 19th St,620000.0,624900.0,house-detached,2,2,700,1100,-79.8997328,43.233781,L9C4J2,2020-10-27T12:49:24.281Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/9795418-204-west-19th-st-hamilton-on-l9c4j2-vow,/hamilton-on-real-estate/204-w-19th-st,942,"204 West 19th St, Hamilton (X4968123) | Zoocasa",Detached,Brick,Finished and Full,4,1,50 feet,120 feet,True,4.0,51-99,"Incl: 2 Fridges, 2 Stoves, Washer, Dryer, Elfs, Wdw Blinds. Excl: All Wdw Curtains & Tenants Belongings. Rental: Hot Water Heater.",False,"Located In Desirable Neighbourhood With 2 Bdrms On Main Flr, Upgrded Kit, Hrdwd & Ceramic Flrs. Bsmt Has Been Re-Done As A 1 Bdrm In-Law Or Rental Suite W/Sep Entrnce For Privacy. Carport For 1 Car W/Enough Driveway Space For 4 Cars. Lrg Backyrd Great For Entertaining. Close To Shopping, Public Transit, Schools & Easy Access To Hwy. Rsa",X4968123,Buchanan,http://www.zoocasa.com//hamilton-on-real-estate/9795418-204-west-19th-st-hamilton-on-l9c4j2-vow,None,Forced Air,Gas,Central Air
40,943,25 St. Matthews Ave,656000.0,688888.0,house-detached,5,3,,,-79.84835100000001,43.2606864,L8L5P4,2020-06-25T12:34:48.571Z,2020-11-25T04:00:00.000Z,Sld,/hamilton-on-real-estate/6956313-25-st-matthews-ave-hamilton-on-l8l5p4,/hamilton-on-real-estate/25-st-matthews-ave,943,"25 St. Matthews Ave, Hamilton (X4806078) | Zoocasa",Detached,Brick,Sep Entrance and Unfinished,10,3,44 feet,123 feet,True,10.0,,"3 Fridges, 3 Stoves, 2 Washers, 2 Dryers. Boiler & Hwt Are Rentals. Each Unit Hydro Metered Separately. Rear Driveway Was Just Paved On June 22nd. *Interboard Listing:Hamilton Burlington R.E.Association*",False,"This Is What You Have Been Waiting For!Beautiful Brick Detached Turn Key Triplex Investment Property.This Home Boasts 44Ft Frontage,Parking For 10 Vehicles & Terrific Curb Appeal.Main & Second Floor Units Are Each-Two Bdrms Plus Spacious Living Area,Eat In Kitchen & They Each Enjoy Their Own Private Backyard.Upper Level Is A Bright One Bedroom Unit, Eat In Kitchen & Living Room.Walking Distance To Schools,Parks,Hamilton General Hospital,Public Transit & More!",X4806078,Landsdale,http://www.zoocasa.com//hamilton-on-real-estate/6956313-25-st-matthews-ave-hamilton-on-l8l5p4,None,Radiant,Gas,Window Unit
40,944,71 Strachan St E,400000.0,339900.0,house-semidetached,3,2,,,-79.86142389999999,43.2663478,L8L3M4,2020-11-23T20:36:33.592Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10235133-71-strachan-st-e-hamilton-on-l8l3m4,/hamilton-on-real-estate/71-strachan-st-e,944,"71 Strachan St E, Hamilton (X4997774) | Zoocasa",Semi-Detached,Brick and Metal/Side,Full and Unfinished,2,1,31 feet,58 feet,True,2.0,,"Incl: Wdw Covgs & Hrdwre, Ceiling Fans, Bath Mirrors, All Attched Light Fixtures, Frdge, Stve, B/I Dw, Rangehood, Washer, Dryer, All Closet Shelving, Shed, Tv Bracket. Rental: Hot Water Heater.",False,"""Move-In Ready"" 1.5 Stry Semi-Detached Brick Home Located In Hamilton'S Revitalized North-End. Offers Aprx. 1200Sf Of Living Area Ftrs 9Ft Main Level Ceilings Introduces Ei Kitchen Incs N/G Stove, Bi Dishwasher + Side Door Walk-Out, Formal Dining Room, Living Room, Office/Poss. Bedroom, Main Floor Master + 2Pc Bath. 2 Roomy Bedrooms (1 Has No Window) Highlight 2nd Floor Completed W/Modern 5Pc Jacuzzi Bath W/Skylight. Rsa",X4997774,North End East,http://www.zoocasa.com//hamilton-on-real-estate/10235133-71-strachan-st-e-hamilton-on-l8l3m4,None,Forced Air,Gas,Central Air
40,945,35 Province St S,872000.0,699900.0,house-detached,4,2,1500,2000,-79.8160388,43.2405557,L8K2K7,2020-11-20T20:49:45.281Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10229818-35-province-st-s-hamilton-on-l8k2k7-vow,/hamilton-on-real-estate/35-province-st-s,945,"35 Province St S, Hamilton (X4996011) | Zoocasa",Detached,Brick,Finished,1,1,30 feet,105 feet,True,1.0,51-99,"Fridge, Stove, Dishwasher, Washer, Dryer, All Blinds, Built-In Workbench In Shed. **Interboard Listing: Hamilton - Burlington R.E. Assoc**",False,"Along The Back Wall Of The Basement Are Rough-Ins For A Wet Bar Or Kitchenette. Storage Room Can Also Be Converted Into A Bathroom With A Shower If Required. Other Updates Include: All Electrical, Roof, Attic And Basement Insulation And Drywall, Basement Cement Floor And Plumbing, Back-Water Valve, Ac Unit, All Appliances, Front Stone Walkway, Front Porch Boards And Skirting, And Fresh Paint Throughout!",X4996011,Delta East,http://www.zoocasa.com//hamilton-on-real-estate/10229818-35-province-st-s-hamilton-on-l8k2k7-vow,None,Forced Air,Gas,Central Air
40,946,32 Palacebeach Tr,649000.0,599900.0,house-attached,3,3,,,-79.6807639,43.2290287,L8E0B9,2020-11-19T17:49:20.342Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10226501-32-palacebeach-tr-hamilton-on-l8e0b9-vow,/hamilton-on-real-estate/32-palacebeach-trail,946,"32 Palacebeach Tr, Hamilton (X4994436) | Zoocasa",Att/Row/Twnhouse,Brick,Finished,3,1,21.85 feet,96.59 feet,True,3.0,,"Walking Distance To Lake Ontario, Backing Onto No House, Garage Door Opener, Close To Highways. All Existing Appliances, All Existing Window Coverings And All Existing Light Fixtures.",False,"Spectacular 3 Bed, 3 Bath Freehold Townhouse Featuring A Finished Basement, California Shutters Throughout And Convenient Upper Floor Laundry. Open Concept Main Floor With Living Room Over Looks The Backyard. The Eat-In Kitchen Features A Custom Backsplash, Ss Appliances And Walk-Out To Backyard. Upstairs Boasts 3 Large Bedrooms. Master Features A Walk-In Closet And 3-Piece En-Suite With Glass Standing Shower. Garage Access To Inside Of Home.",X4994436,Winona,http://www.zoocasa.com//hamilton-on-real-estate/10226501-32-palacebeach-tr-hamilton-on-l8e0b9-vow,Built-In,Forced Air,Gas,Central Air
